epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1614,13361.8,1.17069,1.29313,1.1901,1.16889,0.7196,0.49902,0.6287,0.45303,0.66851,0.53279,0.62478,0.40752,1.00954,1.16459,1.01394,1.21422,0.00201565,0.00201565,0.00201565
1615,13370.4,1.22885,1.33756,1.25303,1.19362,0.71673,0.50011,0.62837,0.45227,0.73049,0.48924,0.62493,0.40719,1.00823,1.16445,1.01568,1.21465,0.0020107,0.0020107,0.0020107
1616,13378.9,1.13213,1.26224,1.19191,1.17444,0.65893,0.53816,0.62782,0.45122,0.65893,0.53816,0.62696,0.40724,1.00639,1.16356,1.01309,1.21336,0.00200575,0.00200575,0.00200575
1617,13387.5,1.20793,1.28483,1.20981,1.14403,0.6501,0.54207,0.62985,0.4415,0.76662,0.4775,0.62305,0.40644,1.00686,1.16389,1.01683,1.21324,0.0020008,0.0020008,0.0020008
1618,13396.2,1.16411,1.31186,1.20712,1.15021,0.65255,0.54207,0.63048,0.45107,0.65397,0.5362,0.62731,0.40779,1.01008,1.16339,1.01671,1.21447,0.00199585,0.00199585,0.00199585
1619,13404.8,1.20455,1.33322,1.21401,1.16868,0.65064,0.54207,0.63081,0.45116,0.64656,0.53816,0.62772,0.40727,1.00998,1.16406,1.01831,1.21479,0.0019909,0.0019909,0.0019909
1620,13413.5,1.23443,1.36204,1.2533,1.18841,0.64786,0.54795,0.63023,0.4502,0.64262,0.54012,0.62604,0.40761,1.00817,1.16385,1.01811,1.2153,0.00198595,0.00198595,0.00198595
1621,13422.1,1.18531,1.33385,1.22721,1.16478,0.64482,0.54599,0.63068,0.45191,0.64155,0.54012,0.62549,0.40019,1.00817,1.16478,1.01688,1.21601,0.001981,0.001981,0.001981
1622,13430.7,1.18071,1.26973,1.19963,1.1516,0.63743,0.54207,0.62809,0.45123,0.63743,0.54207,0.62541,0.39918,1.01037,1.16567,1.01812,1.21722,0.00197605,0.00197605,0.00197605
1623,13439.3,1.20683,1.30407,1.21995,1.16067,0.6462,0.54403,0.62917,0.44205,0.6462,0.54403,0.62722,0.39951,1.00724,1.16616,1.01671,1.21598,0.0019711,0.0019711,0.0019711
1624,13448,1.19571,1.30829,1.21651,1.1585,0.73556,0.48728,0.62804,0.45026,0.65473,0.53229,0.62655,0.39206,1.00854,1.16602,1.01844,1.21587,0.00196615,0.00196615,0.00196615
1625,13456.7,1.20311,1.26914,1.21163,1.15685,0.65696,0.53816,0.62697,0.4499,0.68761,0.52838,0.62587,0.3918,1.01113,1.16575,1.01968,1.21623,0.0019612,0.0019612,0.0019612
1626,13465.5,1.2,1.32066,1.22065,1.17441,0.66309,0.53033,0.62701,0.4499,0.66886,0.53033,0.62665,0.38827,1.01396,1.16589,1.02394,1.21707,0.00195625,0.00195625,0.00195625
1627,13474.3,1.19536,1.28402,1.20726,1.17689,0.65555,0.53816,0.62761,0.45063,0.66344,0.53425,0.62708,0.39586,1.01673,1.16628,1.02516,1.21694,0.0019513,0.0019513,0.0019513
1628,13483.3,1.21315,1.35173,1.23772,1.19411,0.64966,0.53816,0.62775,0.45259,0.65244,0.53816,0.6267,0.40273,1.01268,1.16702,1.01833,1.21629,0.00194635,0.00194635,0.00194635
1629,13491.7,1.20137,1.26236,1.22886,1.16348,0.65573,0.53675,0.62811,0.45124,0.65334,0.5348,0.62362,0.40283,1.01248,1.16734,1.01868,1.21566,0.0019414,0.0019414,0.0019414
1630,13500,1.25048,1.34081,1.2764,1.17109,0.66286,0.53481,0.62758,0.45171,0.66522,0.53229,0.62344,0.39461,1.01147,1.16791,1.02192,1.21575,0.00193645,0.00193645,0.00193645
1631,13508.3,1.17826,1.33436,1.22765,1.17708,0.65962,0.53425,0.62807,0.45155,0.67439,0.52692,0.62365,0.39414,1.01224,1.16734,1.02213,1.21517,0.0019315,0.0019315,0.0019315
1632,13516.7,1.15265,1.27084,1.19282,1.14548,0.66705,0.53425,0.62714,0.44726,0.67879,0.52446,0.62429,0.394,1.01305,1.16846,1.02185,1.21599,0.00192655,0.00192655,0.00192655
1633,13525.1,1.25177,1.38605,1.26825,1.19662,0.71387,0.49706,0.62546,0.44671,0.71106,0.49511,0.62553,0.39451,1.01323,1.16801,1.02087,1.21561,0.0019216,0.0019216,0.0019216
1634,13533.7,1.20035,1.31167,1.24733,1.18518,0.7136,0.49734,0.62462,0.44703,0.71109,0.49612,0.62535,0.39196,1.01467,1.16804,1.02317,1.21561,0.00191665,0.00191665,0.00191665
1635,13542.3,1.17765,1.28483,1.2215,1.16162,0.71725,0.49902,0.62536,0.44721,0.71725,0.49902,0.62877,0.39258,1.01675,1.16797,1.02614,1.21658,0.0019117,0.0019117,0.0019117
1636,13550.9,1.2204,1.32527,1.24494,1.17281,0.7197,0.49902,0.62559,0.4477,0.7197,0.49902,0.62875,0.39232,1.01632,1.16815,1.0264,1.21663,0.00190675,0.00190675,0.00190675
1637,13559.4,1.21679,1.31881,1.2286,1.16464,0.71881,0.50027,0.62552,0.44637,0.71625,0.49893,0.62539,0.39884,1.01552,1.16786,1.02374,1.21597,0.0019018,0.0019018,0.0019018
1638,13567.9,1.21186,1.29767,1.23314,1.18752,0.71965,0.49902,0.62486,0.44653,0.71683,0.49706,0.62538,0.39683,1.01899,1.16847,1.02679,1.21636,0.00189685,0.00189685,0.00189685
1639,13576.5,1.20287,1.29616,1.22123,1.15901,0.71193,0.50298,0.62463,0.44624,0.70639,0.49907,0.62372,0.39695,1.01775,1.16844,1.02444,1.21703,0.0018919,0.0018919,0.0018919
1640,13585,1.17699,1.2655,1.18876,1.15398,0.72083,0.49902,0.6251,0.44615,0.72572,0.48532,0.62417,0.39753,1.01639,1.16854,1.02179,1.21627,0.00188695,0.00188695,0.00188695
1641,13593.3,1.15408,1.27752,1.17066,1.16015,0.72771,0.49315,0.62521,0.44659,0.72462,0.48924,0.62405,0.39556,1.01755,1.16821,1.01974,1.21659,0.001882,0.001882,0.001882
1642,13601.8,1.17259,1.29351,1.2036,1.16427,0.72703,0.49514,0.62541,0.44654,0.73068,0.48728,0.62439,0.39198,1.01584,1.16762,1.01703,1.2165,0.00187705,0.00187705,0.00187705
1643,13610.1,1.14841,1.2374,1.15539,1.16086,0.72911,0.49511,0.62515,0.44651,0.76883,0.47358,0.62682,0.39783,1.01499,1.16763,1.01666,1.2162,0.0018721,0.0018721,0.0018721
1644,13618.5,1.21766,1.34413,1.25147,1.17209,0.74201,0.49119,0.62557,0.44647,0.74845,0.48532,0.62581,0.39878,1.01635,1.16732,1.01763,1.21622,0.00186715,0.00186715,0.00186715
1645,13627.2,1.24378,1.35171,1.27564,1.16764,0.75574,0.48337,0.62559,0.44705,0.75268,0.48141,0.62598,0.39816,1.01695,1.16724,1.02549,1.21693,0.0018622,0.0018622,0.0018622
1646,13635.7,1.26691,1.36764,1.26677,1.18635,0.74286,0.49315,0.62511,0.44702,0.77581,0.47554,0.62512,0.3978,1.01859,1.16764,1.01915,1.21772,0.00185725,0.00185725,0.00185725
1647,13644.2,1.18599,1.28936,1.22782,1.16809,0.74309,0.49119,0.62545,0.44644,0.77551,0.47554,0.62572,0.402,1.01959,1.16688,1.033,1.2184,0.0018523,0.0018523,0.0018523
1648,13653.1,1.21508,1.31555,1.25113,1.16307,0.73999,0.49119,0.62698,0.44809,0.74065,0.48924,0.62472,0.39862,1.02047,1.16651,1.03469,1.21923,0.00184735,0.00184735,0.00184735
1649,13661.6,1.25525,1.35112,1.27593,1.19002,0.7335,0.49119,0.62791,0.44885,0.73896,0.48924,0.6251,0.39858,1.02071,1.16633,1.0341,1.21976,0.0018424,0.0018424,0.0018424
1650,13670.2,1.20744,1.30051,1.22948,1.15713,0.72766,0.49672,0.62796,0.4489,0.73907,0.48924,0.62564,0.39927,1.0195,1.16577,1.02306,1.21851,0.00183745,0.00183745,0.00183745
1651,13678.9,1.1775,1.26733,1.19865,1.16648,0.70154,0.51663,0.62831,0.44902,0.72774,0.49119,0.62732,0.39984,1.01824,1.16527,1.02362,1.21823,0.0018325,0.0018325,0.0018325
1652,13687.3,1.18919,1.31256,1.20812,1.16342,0.70503,0.50983,0.62817,0.44877,0.73225,0.49119,0.62352,0.40025,1.02325,1.16543,1.03482,1.21993,0.00182755,0.00182755,0.00182755
1653,13695.9,1.24614,1.37193,1.2794,1.20512,0.70586,0.50718,0.62722,0.44815,0.73197,0.49119,0.62227,0.40413,1.02181,1.16557,1.02822,1.21823,0.0018226,0.0018226,0.0018226
1654,13704.6,1.23484,1.3196,1.24521,1.1832,0.71906,0.49706,0.62762,0.44855,0.74336,0.49119,0.62232,0.39926,1.01947,1.16598,1.02503,1.21804,0.00181765,0.00181765,0.00181765
1655,13713.1,1.21628,1.3018,1.25358,1.15688,0.72803,0.49241,0.62745,0.44867,0.74557,0.49119,0.62273,0.39968,1.02197,1.16681,1.03204,1.21818,0.0018127,0.0018127,0.0018127
1656,13721.6,1.15492,1.28311,1.21177,1.16332,0.71433,0.50098,0.6278,0.43994,0.74411,0.49119,0.62339,0.40862,1.02409,1.16738,1.03565,1.21899,0.00180775,0.00180775,0.00180775
1657,13730,1.13124,1.25001,1.17543,1.14617,0.71557,0.50489,0.62819,0.44026,0.74721,0.48924,0.62407,0.39935,1.01913,1.16792,1.03742,1.21826,0.0018028,0.0018028,0.0018028
1658,13738.5,1.17067,1.25919,1.21112,1.15049,0.71327,0.50629,0.62797,0.43924,0.72199,0.49511,0.62737,0.40887,1.01919,1.16829,1.03871,1.21781,0.00179785,0.00179785,0.00179785
1659,13747.2,1.24121,1.36624,1.28707,1.1937,0.7056,0.51272,0.62859,0.44016,0.71129,0.50624,0.6282,0.39883,1.01484,1.16907,1.02702,1.21555,0.0017929,0.0017929,0.0017929
1660,13755.6,1.19517,1.30497,1.22288,1.16945,0.70718,0.51272,0.62831,0.43976,0.7635,0.48728,0.62429,0.39776,1.02306,1.16923,1.04217,1.21762,0.00178795,0.00178795,0.00178795
1661,13764.1,1.15123,1.25174,1.2008,1.14349,0.70718,0.51272,0.62884,0.43973,0.71633,0.50489,0.6253,0.39712,1.02179,1.16931,1.0446,1.21772,0.001783,0.001783,0.001783
1662,13772.6,1.21404,1.33827,1.24396,1.17259,0.708,0.51272,0.62841,0.44485,0.70666,0.50294,0.6253,0.3971,1.02131,1.16905,1.04238,1.21709,0.00177805,0.00177805,0.00177805
1663,13781.1,1.19915,1.33369,1.22633,1.15655,0.70726,0.51534,0.63041,0.44545,0.70929,0.50611,0.6254,0.39708,1.02093,1.16845,1.04413,1.2173,0.0017731,0.0017731,0.0017731
1664,13789.5,1.19971,1.3698,1.25891,1.18067,0.70057,0.51859,0.63202,0.44626,0.7091,0.50566,0.62744,0.39802,1.02366,1.16807,1.04427,1.21761,0.00176815,0.00176815,0.00176815
1665,13797.9,1.12466,1.28127,1.16225,1.15967,0.69843,0.51859,0.63238,0.44718,0.70468,0.51663,0.63093,0.39933,1.02032,1.16718,1.03789,1.21657,0.0017632,0.0017632,0.0017632
1666,13806.5,1.21261,1.29837,1.23642,1.17067,0.70171,0.5202,0.6331,0.44754,0.70793,0.51703,0.6313,0.40049,1.02183,1.16588,1.03789,1.21679,0.00175825,0.00175825,0.00175825
1667,13815.1,1.19265,1.31767,1.21315,1.15826,0.69835,0.52642,0.6331,0.44696,0.7025,0.51468,0.63115,0.39976,1.0243,1.16586,1.04216,1.21767,0.0017533,0.0017533,0.0017533
1668,13823.7,1.22631,1.34076,1.22583,1.1789,0.69814,0.52503,0.63352,0.44803,0.70571,0.51621,0.63193,0.39981,1.02124,1.16529,1.03828,1.21664,0.00174835,0.00174835,0.00174835
1669,13832.2,1.16861,1.28902,1.20521,1.17314,0.70094,0.5225,0.63184,0.44861,0.70729,0.51542,0.63178,0.40045,1.02626,1.16598,1.04409,1.21771,0.0017434,0.0017434,0.0017434
1670,13840.8,1.20476,1.28791,1.24341,1.17109,0.70296,0.52446,0.63491,0.44866,0.71479,0.50685,0.62969,0.40011,1.02247,1.16654,1.03786,1.21677,0.00173845,0.00173845,0.00173845
1671,13849.2,1.23733,1.34883,1.26033,1.1912,0.70266,0.52259,0.63533,0.44207,0.71308,0.50685,0.63026,0.39697,1.02487,1.16736,1.04185,1.21724,0.0017335,0.0017335,0.0017335
1672,13857.6,1.17095,1.2724,1.21133,1.17856,0.70403,0.5225,0.63367,0.44261,0.71773,0.50685,0.63091,0.39656,1.02458,1.16635,1.03888,1.21715,0.00172855,0.00172855,0.00172855
1673,13866,1.21373,1.32837,1.24373,1.18296,0.69784,0.52055,0.63526,0.443,0.71644,0.50685,0.63085,0.39708,1.02376,1.16727,1.0343,1.21588,0.0017236,0.0017236,0.0017236
1674,13874.6,1.17324,1.28877,1.18957,1.16007,0.70088,0.52055,0.6354,0.45124,0.72146,0.50294,0.63059,0.40058,1.02651,1.16749,1.03383,1.2172,0.00171865,0.00171865,0.00171865
1675,13883.1,1.15577,1.28249,1.18664,1.14796,0.70397,0.51655,0.6358,0.44864,0.72129,0.50489,0.63023,0.40083,1.0277,1.1671,1.04323,1.21815,0.0017137,0.0017137,0.0017137
1676,13891.6,1.20748,1.28059,1.2155,1.16708,0.70175,0.51571,0.63535,0.44286,0.71094,0.50685,0.62953,0.40012,1.02698,1.16803,1.04463,1.21786,0.00170875,0.00170875,0.00170875
1677,13900.1,1.19252,1.27071,1.20279,1.16608,0.71069,0.51076,0.63482,0.4429,0.72157,0.50489,0.62876,0.40056,1.02606,1.16711,1.0412,1.21779,0.0017038,0.0017038,0.0017038
1678,13908.6,1.21529,1.27615,1.20871,1.16065,0.71668,0.50492,0.63486,0.44289,0.71668,0.50492,0.63139,0.40655,1.02329,1.16679,1.02661,1.2158,0.00169885,0.00169885,0.00169885
1679,13917,1.23489,1.32825,1.26021,1.20443,0.71812,0.50853,0.63341,0.44964,0.71812,0.50853,0.63095,0.40661,1.02114,1.16691,1.02501,1.21558,0.0016939,0.0016939,0.0016939
1680,13925.4,1.1417,1.27351,1.18523,1.14143,0.72524,0.50294,0.63199,0.44261,0.72747,0.50294,0.62719,0.40515,1.02251,1.16665,1.02684,1.21588,0.00168895,0.00168895,0.00168895
1681,13933.8,1.21035,1.32199,1.23922,1.18072,0.71847,0.50685,0.632,0.44323,0.73121,0.50294,0.6272,0.40412,1.02431,1.16678,1.02777,1.2165,0.001684,0.001684,0.001684
1682,13942.4,1.14671,1.27693,1.17301,1.13786,0.71053,0.51878,0.6332,0.44392,0.73506,0.50098,0.62664,0.40443,1.02289,1.16687,1.02537,1.215,0.00167905,0.00167905,0.00167905
1683,13950.9,1.18887,1.31739,1.22295,1.18339,0.70846,0.50881,0.63026,0.44215,0.70846,0.50881,0.62877,0.40424,1.02419,1.16694,1.02581,1.21505,0.0016741,0.0016741,0.0016741
1684,13959.5,1.17074,1.26387,1.17025,1.13642,0.71579,0.51257,0.62939,0.44162,0.71579,0.51257,0.62813,0.40397,1.02289,1.16674,1.02493,1.21535,0.00166915,0.00166915,0.00166915
1685,13968,1.21683,1.28638,1.24741,1.15857,0.71787,0.51272,0.62913,0.44106,0.71787,0.51272,0.62801,0.40938,1.02315,1.16741,1.0285,1.21517,0.0016642,0.0016642,0.0016642
1686,13976.4,1.20831,1.3234,1.22958,1.18643,0.71018,0.51272,0.62974,0.4464,0.71018,0.51272,0.62826,0.40445,1.0271,1.16762,1.03245,1.21567,0.00165925,0.00165925,0.00165925
1687,13984.9,1.18398,1.28011,1.20548,1.1594,0.70905,0.51468,0.63021,0.44048,0.70905,0.51468,0.6275,0.41029,1.02341,1.16718,1.02649,1.21568,0.0016543,0.0016543,0.0016543
1688,13993.4,1.17661,1.28125,1.21063,1.17097,0.71411,0.51076,0.63057,0.44159,0.71411,0.51076,0.62873,0.41087,1.02715,1.1673,1.02926,1.21683,0.00164935,0.00164935,0.00164935
1689,14002,1.18802,1.29405,1.18875,1.14347,0.72049,0.50947,0.63039,0.44147,0.72049,0.50947,0.6289,0.40997,1.02681,1.16716,1.02194,1.21676,0.0016444,0.0016444,0.0016444
1690,14010.8,1.2729,1.38637,1.2784,1.16763,0.7224,0.50489,0.63045,0.44104,0.7224,0.50489,0.62851,0.41018,1.02351,1.16687,1.02308,1.21637,0.00163945,0.00163945,0.00163945
1691,14019.3,1.23141,1.29709,1.24359,1.18275,0.72287,0.50536,0.63209,0.44102,0.72287,0.50536,0.62894,0.41045,1.01973,1.16702,1.02516,1.21554,0.0016345,0.0016345,0.0016345
1692,14027.8,1.19691,1.32608,1.20674,1.17298,0.72146,0.50294,0.63087,0.4411,0.72146,0.50294,0.6292,0.41076,1.0185,1.16664,1.02281,1.2146,0.00162955,0.00162955,0.00162955
1693,14036.4,1.21076,1.27716,1.22439,1.16077,0.71928,0.50489,0.63081,0.44001,0.71928,0.50489,0.62826,0.41031,1.01769,1.16592,1.02225,1.214,0.0016246,0.0016246,0.0016246
1694,14044.9,1.2283,1.3426,1.26141,1.16942,0.72166,0.50685,0.63038,0.44005,0.72166,0.50685,0.6311,0.41041,1.02095,1.16514,1.02715,1.2151,0.00161965,0.00161965,0.00161965
1695,14053.6,1.21656,1.31253,1.24001,1.19041,0.7214,0.50685,0.63094,0.44624,0.7214,0.50685,0.6308,0.40531,1.01798,1.16522,1.02281,1.21485,0.0016147,0.0016147,0.0016147
1696,14062.2,1.21503,1.32453,1.22982,1.17184,0.7144,0.50685,0.63051,0.44673,0.7144,0.50685,0.6306,0.4103,1.0187,1.16457,1.02657,1.21457,0.00160975,0.00160975,0.00160975
1697,14070.9,1.1805,1.25748,1.20278,1.15507,0.71691,0.50685,0.63076,0.44634,0.71691,0.50685,0.62972,0.4041,1.01736,1.16455,1.02578,1.21411,0.0016048,0.0016048,0.0016048
1698,14079.4,1.09637,1.16616,1.10912,1.11643,0.72068,0.50491,0.63127,0.44713,0.72068,0.50491,0.62992,0.40497,1.01771,1.16424,1.02618,1.21443,0.00159985,0.00159985,0.00159985
1699,14088,1.13382,1.20584,1.14769,1.14107,0.7148,0.50685,0.6301,0.44762,0.7148,0.50685,0.62926,0.40541,1.01885,1.16428,1.02695,1.21457,0.0015949,0.0015949,0.0015949
1700,14096.5,1.19857,1.35686,1.23212,1.16468,0.71044,0.51076,0.62983,0.44744,0.71044,0.51076,0.62867,0.40529,1.01822,1.16417,1.02802,1.21505,0.00158995,0.00158995,0.00158995
1701,14104.9,1.17788,1.27899,1.19216,1.14873,0.71119,0.51272,0.6302,0.44799,0.71119,0.51272,0.62972,0.41119,1.01398,1.1641,1.02213,1.21403,0.001585,0.001585,0.001585
1702,14113.3,1.15947,1.31836,1.21816,1.16441,0.70635,0.51272,0.62989,0.45692,0.70635,0.51272,0.62912,0.40315,1.0202,1.16426,1.02942,1.21524,0.00158005,0.00158005,0.00158005
1703,14121.9,1.20177,1.29048,1.21536,1.17021,0.7086,0.51394,0.62994,0.45617,0.7086,0.51394,0.6304,0.40317,1.02115,1.1639,1.02895,1.2153,0.0015751,0.0015751,0.0015751
1704,14130.5,1.17309,1.25746,1.20718,1.16463,0.70444,0.5084,0.63086,0.45711,0.70444,0.5084,0.62811,0.40434,1.02092,1.16436,1.03116,1.21597,0.00157015,0.00157015,0.00157015
1705,14139.1,1.22037,1.28711,1.23387,1.16561,0.69898,0.51272,0.6305,0.45711,0.69898,0.51272,0.62789,0.40947,1.02212,1.16464,1.0334,1.21616,0.0015652,0.0015652,0.0015652
1706,14147.5,1.20618,1.3116,1.23446,1.19114,0.70278,0.51076,0.63062,0.44109,0.70278,0.51076,0.62771,0.40501,1.02002,1.16507,1.03242,1.21556,0.00156025,0.00156025,0.00156025
1707,14156,1.17791,1.27607,1.20762,1.15045,0.71092,0.50685,0.6311,0.45626,0.71092,0.50685,0.62812,0.40593,1.02256,1.16544,1.03481,1.21571,0.0015553,0.0015553,0.0015553
1708,14164.6,1.18149,1.3084,1.20927,1.15402,0.71079,0.505,0.63074,0.45549,0.71079,0.505,0.62773,0.40538,1.02256,1.1651,1.03669,1.21598,0.00155035,0.00155035,0.00155035
1709,14173.1,1.26975,1.32256,1.26961,1.18888,0.70948,0.50685,0.62972,0.45512,0.70948,0.50685,0.62654,0.40595,1.02038,1.1656,1.03461,1.21525,0.0015454,0.0015454,0.0015454
1710,14181.6,1.20372,1.31528,1.23718,1.16315,0.71782,0.50489,0.6301,0.45536,0.71782,0.50489,0.62661,0.39976,1.02022,1.16549,1.03799,1.21501,0.00154045,0.00154045,0.00154045
1711,14190.1,1.17475,1.28352,1.20277,1.16504,0.72563,0.50489,0.63009,0.45493,0.72563,0.50489,0.62725,0.40078,1.0137,1.16558,1.02557,1.21276,0.0015355,0.0015355,0.0015355
1712,14198.4,1.11143,1.23705,1.1309,1.13964,0.72173,0.51272,0.63068,0.45594,0.72173,0.51272,0.6272,0.4051,1.01739,1.16549,1.02771,1.21344,0.00153055,0.00153055,0.00153055
1713,14207,1.2172,1.32846,1.22283,1.17358,0.71701,0.51076,0.6301,0.45627,0.71701,0.51076,0.62626,0.40124,1.0192,1.16608,1.02894,1.21515,0.0015256,0.0015256,0.0015256
1714,14215.6,1.19055,1.30532,1.22285,1.17924,0.71379,0.50881,0.63,0.45552,0.71379,0.50881,0.62551,0.40082,1.02099,1.16608,1.02962,1.21519,0.00152065,0.00152065,0.00152065
1715,14224.1,1.19041,1.27924,1.216,1.14924,0.71401,0.50811,0.63032,0.45694,0.71401,0.50811,0.62613,0.40075,1.02272,1.16649,1.03409,1.21548,0.0015157,0.0015157,0.0015157
1716,14232.6,1.19343,1.31551,1.22441,1.17448,0.72398,0.50302,0.63018,0.45659,0.72398,0.50302,0.62628,0.40084,1.01553,1.16694,1.0229,1.21464,0.00151075,0.00151075,0.00151075
1717,14241,1.17508,1.28856,1.21683,1.17092,0.7223,0.49902,0.62983,0.45552,0.7223,0.49902,0.62636,0.40055,1.01696,1.16693,1.02395,1.21465,0.0015058,0.0015058,0.0015058
1718,14249.6,1.18699,1.28357,1.2065,1.14939,0.72827,0.50098,0.62944,0.45511,0.72827,0.50098,0.62611,0.40416,1.01579,1.16753,1.02333,1.21408,0.00150085,0.00150085,0.00150085
1719,14258.1,1.18703,1.33781,1.25214,1.18654,0.73321,0.49706,0.6299,0.45528,0.73321,0.49706,0.62647,0.40545,1.01358,1.16738,1.0199,1.21444,0.0014959,0.0014959,0.0014959
1720,14266.5,1.18894,1.29386,1.22748,1.16642,0.71254,0.50685,0.62932,0.45472,0.71254,0.50685,0.62613,0.40504,1.0152,1.16819,1.02214,1.21448,0.00149095,0.00149095,0.00149095
1721,14275.1,1.21883,1.30318,1.22576,1.17971,0.71029,0.50685,0.62916,0.45491,0.71029,0.50685,0.62622,0.40552,1.01526,1.16746,1.02299,1.21452,0.001486,0.001486,0.001486
1722,14283.8,1.22622,1.29875,1.25229,1.19983,0.70657,0.50098,0.62899,0.45494,0.70657,0.50098,0.62522,0.40553,1.01206,1.16796,1.02005,1.214,0.00148105,0.00148105,0.00148105
1723,14292.2,1.15624,1.26119,1.18914,1.15503,0.70429,0.50098,0.62852,0.45444,0.70429,0.50098,0.62458,0.40546,1.0128,1.16765,1.01975,1.21366,0.0014761,0.0014761,0.0014761
1724,14300.7,1.18586,1.31728,1.21594,1.15701,0.70419,0.50489,0.62843,0.45468,0.70419,0.50489,0.62495,0.40508,1.01278,1.16786,1.02075,1.21339,0.00147115,0.00147115,0.00147115
1725,14309.4,1.17187,1.30095,1.21045,1.14699,0.70899,0.50294,0.6289,0.45469,0.70899,0.50294,0.62445,0.3973,1.01271,1.16828,1.02248,1.21307,0.0014662,0.0014662,0.0014662
1726,14317.8,1.15104,1.23972,1.18603,1.16242,0.71909,0.50095,0.62879,0.45529,0.71909,0.50095,0.62499,0.39162,1.01531,1.16819,1.01841,1.21302,0.00146125,0.00146125,0.00146125
1727,14326.2,1.14736,1.2445,1.19555,1.15714,0.71071,0.50294,0.6295,0.45511,0.71071,0.50294,0.62529,0.39669,1.01742,1.1683,1.02827,1.2132,0.0014563,0.0014563,0.0014563
1728,14335,1.24979,1.35991,1.26149,1.19022,0.71316,0.50294,0.62894,0.45494,0.71316,0.50294,0.62474,0.39614,1.01691,1.16957,1.02961,1.21313,0.00145135,0.00145135,0.00145135
1729,14343.5,1.21583,1.26623,1.22509,1.16505,0.71271,0.50294,0.62895,0.45551,0.71271,0.50294,0.62477,0.39769,1.0176,1.1689,1.03048,1.2139,0.0014464,0.0014464,0.0014464
1730,14351.9,1.1932,1.28135,1.19728,1.15384,0.71495,0.50294,0.62894,0.44649,0.71108,0.50098,0.62138,0.39682,1.01675,1.16955,1.03516,1.21376,0.00144145,0.00144145,0.00144145
1731,14360.7,1.22214,1.32003,1.24729,1.18215,0.72043,0.50098,0.62874,0.44612,0.72043,0.50098,0.62457,0.39115,1.01599,1.1692,1.03701,1.21412,0.0014365,0.0014365,0.0014365
1732,14369.1,1.19293,1.30261,1.22937,1.16532,0.71504,0.50294,0.62881,0.45475,0.71504,0.50294,0.62468,0.39181,1.01851,1.16938,1.03766,1.21461,0.00143155,0.00143155,0.00143155
1733,14377.6,1.19865,1.3149,1.24182,1.18045,0.71585,0.50294,0.62907,0.45509,0.71306,0.50098,0.62203,0.392,1.02093,1.16929,1.04381,1.21542,0.0014266,0.0014266,0.0014266
1734,14386.2,1.20015,1.3292,1.22645,1.16274,0.71703,0.50294,0.63036,0.44738,0.71027,0.49902,0.62029,0.39089,1.02095,1.16906,1.03627,1.21589,0.00142165,0.00142165,0.00142165
1735,14394.7,1.20147,1.35128,1.25532,1.19093,0.71692,0.49902,0.63026,0.45461,0.7141,0.49706,0.62379,0.3912,1.02292,1.16889,1.04004,1.21618,0.0014167,0.0014167,0.0014167
1736,14403.2,1.18501,1.31382,1.22041,1.17786,0.72149,0.50187,0.63007,0.44594,0.72149,0.50187,0.62613,0.39867,1.02166,1.16854,1.03269,1.21548,0.00141175,0.00141175,0.00141175
1737,14411.8,1.21717,1.31394,1.2399,1.186,0.72239,0.50098,0.63071,0.44612,0.71957,0.49902,0.62403,0.39889,1.0241,1.16871,1.03517,1.21613,0.0014068,0.0014068,0.0014068
1738,14420.3,1.20265,1.32429,1.25071,1.17665,0.73611,0.50098,0.63265,0.44665,0.73323,0.49902,0.62557,0.3998,1.02597,1.16852,1.03631,1.2167,0.00140185,0.00140185,0.00140185
1739,14429,1.18861,1.27343,1.21154,1.17473,0.73304,0.49975,0.63183,0.44541,0.73017,0.49779,0.62531,0.39948,1.02379,1.16808,1.03245,1.21688,0.0013969,0.0013969,0.0013969
1740,14437.6,1.16946,1.29569,1.18021,1.1388,0.73057,0.50098,0.63174,0.44517,0.72772,0.49902,0.62525,0.39327,1.02215,1.16752,1.0314,1.21631,0.00139195,0.00139195,0.00139195
1741,14446,1.16788,1.31351,1.1936,1.14788,0.72994,0.50098,0.6315,0.44578,0.72709,0.49902,0.62458,0.40737,1.02438,1.16705,1.04031,1.21694,0.001387,0.001387,0.001387
1742,14454.5,1.20754,1.29912,1.22347,1.18553,0.72049,0.50098,0.63104,0.44606,0.71561,0.49902,0.62481,0.40599,1.02684,1.16642,1.03754,1.21788,0.00138205,0.00138205,0.00138205
1743,14463,1.18259,1.28766,1.20601,1.16519,0.72937,0.50098,0.63192,0.44685,0.72652,0.49902,0.6255,0.4067,1.02661,1.16675,1.0379,1.21788,0.0013771,0.0013771,0.0013771
1744,14471.5,1.22133,1.36436,1.25911,1.18365,0.72731,0.50294,0.63223,0.44718,0.72448,0.50098,0.62602,0.40655,1.02579,1.16663,1.0363,1.21808,0.00137215,0.00137215,0.00137215
